targa,cliente_id,marca,modello,versione,motore,telaio,data_immatricolazione,data_revisione,note,raw_promek
DN907EA,96ae95eb-0307-4cb5-9366-6dbd80913dea,FIAT,Panda,1.2 Dynamic,188A4000,ZFA16900001095047,2008-02-28,2016-02-26,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Panda"", ""versione_orig"": ""1.2 Dynamic""}"
DN948DA,5054c30b-bf5d-466b-b0c5-ce86fae0a86b,FIAT,Ducato (3ª serie),Ducato Maxi 2.3 JTD PL Furgone GV,F1AE0481C,ZFA25000001142918,2008-03-10,2020-05-13,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (3ª serie)"", ""versione_orig"": ""Ducato Maxi 2.3 JTD PL Furgone GV"", ""altro"": ""CAB. CASSONE""}"
DN996HE,479a7799-f343-4926-bcff-0d686035e950,MERCEDES-BENZ,Classe E,E280 3.0 CDiPF Avantgarde (4-Matic),642920,WDB2110841B167865,2008-01-23,2018-01-04,,"{""marca_orig"": ""Mercedes"", ""modello_orig"": ""Classe E"", ""versione_orig"": ""E280 3.0 CDiPF Avantgarde (4-Matic)""}"
DP010ZF,1a74cbd6-c0d5-4a25-8970-91af131daab7,ALFA ROMEO,159,1.9 JTDM Distinctive,939A2000,ZAR93900007207501,2008-04-22,2016-06-24,,"{""marca_orig"": ""Alfa romeo"", ""modello_orig"": ""159"", ""versione_orig"": ""1.9 JTDM Distinctive""}"
DP059HF,c3f152d6-d097-4273-8693-482f0fc31f6d,FIAT,Grande Punto,1.3 MJTD Active,199A2000,ZFA19900001224131,2007-04-26,2015-05-26,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Grande Punto"", ""versione_orig"": ""1.3 MJTD Active""}"
DP063RL,a34cdc6d-e7d6-4423-be3d-52a5f41b6bc5,MINI,Clubman,1.6 One D,9HZ,WMWMN51000TR89072,2008-05-01,2015-06-12,,"{""marca_orig"": ""Mini"", ""modello_orig"": ""Clubman"", ""versione_orig"": ""1.6 One D""}"
DP066HE,da4df427-e225-4bdb-9f36-37f72107cb19,OPEL,Meriva 1ª s.,Meriva 1.3 CDTI Club,Z13DTJ,W0L0XCE7574393849,2008-05-07,2018-11-12,,"{""marca_orig"": ""OPEL"", ""modello_orig"": ""Meriva 1ª s."", ""versione_orig"": ""Meriva 1.3 CDTI Club""}"
DP067TP,49cc7469-2953-4e4e-a5dc-616536dfc64d,CITROËN,C3 1ª serie,C3 1.1 airdream Classique,"TU1A,HFX",VF7FCHFXC29218941,2008-11-24,2022-11-18,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""C3 1ª serie"", ""versione_orig"": ""C3 1.1 airdream Classique""}"
DP068HE,8e124cbc-e06b-4bc6-9d2e-33c9871d07e3,HONDA,Accord,2.2 CTDi,N22A1RBD,JHMCN15507C204988,2008-05-07,2015-05-15,,"{""marca_orig"": ""Honda"", ""modello_orig"": ""Accord"", ""versione_orig"": ""2.2 CTDi""}"
DP073HH,4c3aa54c-260f-4e46-b7ed-766def1cdda7,MERCEDES-BENZ,Sprinter 4ªs.(W906),Sprinter K43/35 315 CDI TA Kombi,646985,WDB9062551N379941,2008-05-14,2020-12-21,,"{""marca_orig"": ""MERCEDES-BENZ"", ""modello_orig"": ""Sprinter 4ªs.(W906)"", ""versione_orig"": ""Sprinter K43/35 315 CDI TA Kombi"", ""altro"": ""415 C - MOT. 646986""}"
DP080KK,dc502537-3966-44f9-aabf-26c63320277f,HONDA,Civic,1.4 iDSi,L13A7,SHHFK17608U006575,2008-07-29,2015-07-09,,"{""marca_orig"": ""Honda"", ""modello_orig"": ""Civic"", ""versione_orig"": ""1.4 iDSi""}"
DP090SH,75828388-2696-451d-9549-cfe749aab2a7,AUDI,A4,2.0 TDi,CAGA,WAUZZZ8K69A019776,2008-06-24,2016-07-28,,"{""marca_orig"": ""Audi"", ""modello_orig"": ""A4"", ""versione_orig"": ""2.0 TDi""}"
DP096HH,aa1c83c8-a864-4d05-9b25-6e76f4a7e7e7,VOLKSWAGEN,Golf 5ª serie,Golf 1.6 5p. Comfortline,"BSF,BSE",WVWZZZ1KZ8P113647,2008-05-16,2020-08-05,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Golf 5ª serie"", ""versione_orig"": ""Golf 1.6 5p. Comfortline""}"
DP146AT,baede1fd-889a-43a2-b875-c5a09e8f537e,FORD,C-Max 1ª serie,C-Max+ 1.6 TDCi 110 CV DPF,G8DB,WF0EXXGCDE8G09916,2008-04-18,2020-05-21,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""C-Max 1ª serie"", ""versione_orig"": ""C-Max+ 1.6 TDCi 110 CV DPF""}"
DP201KD,c1c9bc65-bbdf-40c4-8bbe-c5a437431b89,VOLKSWAGEN,Passat 6ª serie,Passat 1.9 TDI 105 CV DPF Comfortline,BLS,WVWZZZ3CZ8P128639,2008-05-26,2020-05-07,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Passat 6ª serie"", ""versione_orig"": ""Passat 1.9 TDI 105 CV DPF Comfortline""}"
DP208RR,2520bffe-1f06-45b1-93d3-f8a8226eb1d3,HONDA,Civic,2.2 CTDi,N22A2,SHHFN33407U001358,2008-06-24,2018-07-12,,"{""marca_orig"": ""Honda"", ""modello_orig"": ""Civic"", ""versione_orig"": ""2.2 CTDi""}"
DP232HE,02e0c9f5-eb8f-4e79-b584-ef3f488185e3,HONDA,Jazz,1.4 iDSI,L13A1,LUCGE385083216003,2008-05-23,,,"{""marca_orig"": ""Honda"", ""modello_orig"": ""Jazz"", ""versione_orig"": ""1.4 iDSI""}"
DP232NA,a5df1439-5cd9-4a62-83c9-6f555d2df239,VOLKSWAGEN,Polo,1.4 TDi,BNV,WVWZZZ9NZ8Y177144,2008-04-23,2016-06-07,,"{""marca_orig"": ""Volkswagen"", ""modello_orig"": ""Polo"", ""versione_orig"": ""1.4 TDi""}"
DP238GD,ce2dce9c-8cf9-494e-988f-4e31af8b3030,FIAT,Croma,1.9 MJTD Active,939A2000,ZFA19400002093617,2008-03-18,,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Croma"", ""versione_orig"": ""1.9 MJTD Active""}"
DP263HF,d9c8744d-e03d-416b-9123-50de366b3202,OPEL,Vivaro,2.0 CDTi,M9R780,W0LF7AHA68V647669,2008-05-08,2014-05-28,,"{""marca_orig"": ""Opel"", ""modello_orig"": ""Vivaro"", ""versione_orig"": ""2.0 CDTi""}"
DP278HB,58d3e992-7272-42ce-93d9-ba2738a405d6,HONDA,CR-V,2.2 i-CTDi (4x4),N22A2,SHSRE67708U007645,2008-04-10,2014-04-30,,"{""marca_orig"": ""Honda"", ""modello_orig"": ""CR-V"", ""versione_orig"": ""2.2 i-CTDi (4x4)""}"
DP320HD,f90e05e0-f5ce-4447-9290-5aef1c889ec2,OPEL,Astra 3ª serie,Astra 1.7 CDTI 101 CV 5p. Cosmo,Z17DTH,W0L0AHL4888086591,2008-04-30,2022-05-28,,"{""marca_orig"": ""OPEL"", ""modello_orig"": ""Astra 3ª serie"", ""versione_orig"": ""Astra 1.7 CDTI 101 CV 5p. Cosmo""}"
DP444YT,1998b1d4-df4c-48ef-859c-c663f6296df0,VOLKSWAGEN,Polo 4ª serie,Polo 1.4 TDI 69CV 5p. Comfortline,BNM,WVWZZZ9NZ9B009330,2008-10-01,2018-10-17,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Polo 4ª serie"", ""versione_orig"": ""Polo 1.4 TDI 69CV 5p. Comfortline""}"
DP457HB,d88ef9a8-f729-42d2-bd1e-5a4140be834a,FORD,Fiesta 5ª serie,Fiesta 1.4 TDCi 3p. Ghia,F6JB,WF0DXXGAJD8R06649,2008-04-28,2022-06-01,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""Fiesta 5ª serie"", ""versione_orig"": ""Fiesta 1.4 TDCi 3p. Ghia""}"
DP463GZ,9e989aa7-8ee4-4398-b58e-80f219c218c6,VOLKSWAGEN,Polo,1.2,AWY,WVWZZZ9NZ8B031739,2008-04-29,,,"{""marca_orig"": ""Volkswagen"", ""modello_orig"": ""Polo"", ""versione_orig"": ""1.2""}"
DP469HE,99775168-2b44-457b-a980-6547c52dd7ac,PEUGEOT,207,1.6 HDi 90 CV 3p. XS,"9HX,DV6ATED4",VF3WA9HXC34394878,2008-05-30,2016-05-30,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""207"", ""versione_orig"": ""1.6 HDi 90 CV 3p. XS""}"
DP480PE,54a0d0ca-cc59-4ac5-ac2b-99263600569c,FIAT,Grande Punto,1.2 Dynamic,199A4000,ZFA19900002057794,2008-03-31,2018-07-19,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Grande Punto"", ""versione_orig"": ""1.2 Dynamic""}"
DP540BM,599da073-7a4f-47dc-8f1b-9a77b78613e7,OPEL,Meriva,1.7 CDTi,Z17DTH,WOLOXCE7584341503,2008-05-06,,,"{""marca_orig"": ""Opel"", ""modello_orig"": ""Meriva"", ""versione_orig"": ""1.7 CDTi""}"
DP546TA,9e237f48-a47d-4938-8fbd-b7ac0f75328b,SSANGYONG,Kyron/New Kyron,Kyron 2.0 XDi Plus,"D20DT,664950",KPTS0A1KS7P065530,2008-06-23,2019-05-18,,"{""marca_orig"": ""SSANGYONG"", ""modello_orig"": ""Kyron/New Kyron"", ""versione_orig"": ""Kyron 2.0 XDi Plus""}"
DP563PR,15b067d1-4e7a-4595-a477-2d2e52ec13c2,FIAT,Croma,1.9 MJTD Active,939A1000,,,,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Croma"", ""versione_orig"": ""1.9 MJTD Active""}"
DP576YE,52ddf7f4-7ab8-4d96-a309-97096f463836,OPEL,Corsa,1.2,Z12XEP,WOLOSDL6884344011,2008-05-23,2016-05-30,,"{""marca_orig"": ""Opel"", ""modello_orig"": ""Corsa"", ""versione_orig"": ""1.2""}"
DP587YF,cc6ea7fa-b213-451f-8163-36b3389f1a1e,PEUGEOT,107,1,1KRFE,,,,,"{""marca_orig"": ""Peugeot"", ""modello_orig"": ""107"", ""versione_orig"": ""1""}"
DP626LG,9e159f77-5c74-4cbf-b044-d7d35b092d7d,FIAT,Panda 2ª serie,Panda 1.2 Dynamic,188A4000,ZFA16900001238313,2008-12-22,2023-06-05,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Panda 2ª serie"", ""versione_orig"": ""Panda 1.2 Dynamic""}"
DP663HE,b805ee32-4286-4aa2-b39e-881861d7412c,CITROËN,Xsara,Picasso 1.6 16V Classique,"TU5JP4,NFU",VF7CHNFUC98267818,2008-05-30,2024-07-25,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""Xsara"", ""versione_orig"": ""Picasso 1.6 16V Classique""}"
DP680RR,3184070e-564b-4706-9643-259576db23c4,FIAT,Panda 2ª serie,Panda 1.2 Dynamic,188A4000,ZFA16900001200869,2008-06-26,2022-11-09,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Panda 2ª serie"", ""versione_orig"": ""Panda 1.2 Dynamic""}"
DP687RH,c2971b12-4138-4f57-867e-7d327f4a3b1f,FORD,Kuga 1ª serie,Kuga+ 2.0 TDCi 136 CV 4WD,G6DG,WF0RXXGCDR8G05176,2008-05-27,2022-06-28,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""Kuga 1ª serie"", ""versione_orig"": ""Kuga+ 2.0 TDCi 136 CV 4WD""}"
DP758JJ,259873dc-e13a-40eb-a958-8f7f7e72c56b,TOYOTA,Aygo 1ª serie,,,JTDKG12CX0N250849,2008-04-16,2018-12-21,,"{""marca_orig"": ""TOYOTA"", ""modello_orig"": ""Aygo 1ª serie""}"
DP758WK,8f71d1b7-1009-49b6-bf5b-70bc92363bd4,FIAT,Multipla 2ª serie,Multipla 1.6 16V Natural Power Active,182B6000,ZFA18600002320501,2008-04-30,2025-01-22,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Multipla 2ª serie"", ""versione_orig"": ""Multipla 1.6 16V Natural Power Active""}"
DP799BA,02fb6e5c-1ab3-43b5-b0ea-3c02c57ac63c,SEAT,Altea,Altea XL 1.6 Reference,BSF,VSSZZZ5PZ9R007116,2008-08-29,2018-10-31,,"{""marca_orig"": ""SEAT"", ""modello_orig"": ""Altea"", ""versione_orig"": ""Altea XL 1.6 Reference""}"
DP800YF,2bbb5d4a-3c3e-4447-a2c3-ece5bd36efd9,CITROËN,C3 1ª serie,C3 1.4 16V Elegance,"ET3J4,KFU",VF7FCKFUC29160719,2008-06-25,2018-06-21,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""C3 1ª serie"", ""versione_orig"": ""C3 1.4 16V Elegance""}"
DP802RL,f4d504c5-0469-405d-ab86-2de0d285e77d,VOLKSWAGEN,Tiguan 1ª serie,Tiguan 2.0 16V TDI Trend & Fun (18°),"CBA,CBAB",WVGZZZ5NZ8W049955,2008-06-03,2018-06-05,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Tiguan 1ª serie"", ""versione_orig"": ""Tiguan 2.0 16V TDI Trend & Fun (18°)""}"
DP838JX,54a0d0ca-cc59-4ac5-ac2b-99263600569c,KIA,Cee'd,1.6 CVVT,G4FC,U5YFF5222BL039888,2008-05-05,,,"{""marca_orig"": ""Kia"", ""modello_orig"": ""Cee'd"", ""versione_orig"": ""1.6 CVVT""}"
DP934RH,6b444acd-62c1-4a08-a9fe-047f7a652e24,NISSAN,Note (2006-2013),Note 1.4 Visia,"CR14DE,CR14",SJNFAAE11U1211221,2008-04-30,2024-04-04,,"{""marca_orig"": ""NISSAN"", ""modello_orig"": ""Note (2006-2013)"", ""versione_orig"": ""Note 1.4 Visia""}"
DP978YD,061113ae-ee06-442b-be9c-2ad95f045b17,RENAULT,Modus 2ª serie,Modus 1.2 Dynamique,"D4FD7,D4F740",VF1JP0C0539810412,2008-05-19,2020-05-12,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Modus 2ª serie"", ""versione_orig"": ""Modus 1.2 Dynamique""}"
DP993YD,f13d4f8a-c1b0-43a3-b7a2-8cd2e05cde13,FIAT,Panda 2ª serie,Panda 1.2 Dynamic Natural Power,188A4000,ZFA16900001168520,2008-05-21,2022-05-13,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Panda 2ª serie"", ""versione_orig"": ""Panda 1.2 Dynamic Natural Power""}"
DP995DS,2b04d3ed-5d02-4341-8e44-1dd808d1642e,ALFA ROMEO,147 2ª serie,147 1.6 16V TS 105CV 5p. Distinctive,AR37203,ZAR93700003422850,2008-04-28,2022-12-21,,"{""marca_orig"": ""ALFA ROMEO"", ""modello_orig"": ""147 2ª serie"", ""versione_orig"": ""147 1.6 16V TS 105CV 5p. Distinctive""}"
DR016CE,ada13b06-381d-411d-b989-13a765b45959,ALFA ROMEO,159,1.9 JTDm 16V SW,939A2000,ZAR93900007124478,2007-10-30,2023-12-14,,"{""marca_orig"": ""ALFA ROMEO"", ""modello_orig"": ""159"", ""versione_orig"": ""1.9 JTDm 16V SW""}"
DR078ZX,1ddd4a3a-efa5-40fe-b0b0-3b6669cdbe11,RENAULT,Trafic 3ª serie,Trafic T27 2.0 dCi/115 PC-TN Furg.Gener.,"M9RM7,M9RE7,M9R782,M9R780",VF1FLAHA68Y292604,2008-08-04,2020-09-16,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Trafic 3ª serie"", ""versione_orig"": ""Trafic T27 2.0 dCi/115 PC-TN Furg.Gener.""}"
DR117ZX,91e7e24f-5e29-4f72-a7b0-e2faba34a9c9,FIAT,Sedici,1.9 MJT 4x4 Dynamic,D19AA,TSMFYB61S00190717,2008-08-25,2021-06-28,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Sedici"", ""versione_orig"": ""1.9 MJT 4x4 Dynamic""}"
DR137ZX,8e2d6164-e06e-49b4-b697-9084e4578ca8,AUDI,A3 2ª serie,A3 SPB 2.0 TDI S tronic Attraction,"BMM,CBAB",WAUZZZ8P18A099949,2007-11-19,2022-08-30,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""A3 2ª serie"", ""versione_orig"": ""A3 SPB 2.0 TDI S tronic Attraction""}"
DR140NX,28eef1b7-86ea-411e-afb1-391fcdede185,FIAT,Punto 3ª serie,Punto Classic 1.2 5p. Natural Power,188A4000,ZFA18800001084418,2008-07-21,2019-10-17,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Punto 3ª serie"", ""versione_orig"": ""Punto Classic 1.2 5p. Natural Power""}"
DR151ZX,d42a2b27-09c0-4cc0-a949-cdf609e2c21a,CITROËN,C2,1.1,TU1JP,VF7JMHFXC97557270,2008-07-31,2016-07-01,,"{""marca_orig"": ""Citroën"", ""modello_orig"": ""C2"", ""versione_orig"": ""1.1""}"
DR159EN,060d3292-a9f2-4b37-a9ab-28b915a23da5,FIAT,500 (2007-2016),500 1.2 Pop,"M812,169A4000",ZFA31200000126124,2008-06-17,2020-10-09,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500 (2007-2016)"", ""versione_orig"": ""500 1.2 Pop""}"
DR164XV,91e7e24f-5e29-4f72-a7b0-e2faba34a9c9,FIAT,Ducato (4ª serie),Ducato 33 2.3 MJT PM-TM Panorama,F1AE0481D,ZFA25000001510452,2008-07-14,2022-07-20,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 33 2.3 MJT PM-TM Panorama""}"
DR187CX,1998b1d4-df4c-48ef-859c-c663f6296df0,AUDI,A3 2ª serie,A3 1.8 TFSI Attraction,"CDA,BZB,BYT",WAUZZZ8P89A024506,2008-09-08,2023-02-27,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""A3 2ª serie"", ""versione_orig"": ""A3 1.8 TFSI Attraction""}"
DR193EN,b6e9a35d-c8a5-4c82-8a76-7a8d74ccc071,FIAT,500 (2007-2016),1.3 Multijet 16V Ber. 3p/d/1248cc,"169A1000,M73",ZFA31200000157645,2008-06-27,2016-06-28,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500 (2007-2016)"", ""versione_orig"": ""1.3 Multijet 16V Ber. 3p/d/1248cc""}"
DR203XB,1131b5d6-2473-4eaa-81be-151a5a7e6d65,ALFA ROMEO,147 2ª serie,147 1.6 16V TS 105CV 5p. Distinctive,AR37203,ZAR93700003443916,2008-08-29,2020-08-04,,"{""marca_orig"": ""ALFA ROMEO"", ""modello_orig"": ""147 2ª serie"", ""versione_orig"": ""147 1.6 16V TS 105CV 5p. Distinctive""}"
DR222EN,5350867a-db99-4fc6-b30e-2f95c0147be8,SUZUKI,SX4,1.6 4WD Line,M16A,TSMEYB21S00311794,2008-07-03,2020-07-20,,"{""marca_orig"": ""SUZUKI"", ""modello_orig"": ""SX4"", ""versione_orig"": ""1.6 4WD Line""}"
DR223NT,c7c028ce-916d-4733-bc70-100f5e5b8f35,VOLKSWAGEN,Golf 5ª serie,Golf 1.9 TDI DPF 3p. 5m. Comfortline,BLS,WVWZZZ1KZ8P072926,2008-05-28,2022-05-18,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Golf 5ª serie"", ""versione_orig"": ""Golf 1.9 TDI DPF 3p. 5m. Comfortline""}"
DR248NN,bd0cc44c-cf44-413d-877b-0a537f386c11,FORD,Transit,350 2.2 TDCi,PGFA,WFOXXXTTFX8K39054,2008-06-30,,,"{""marca_orig"": ""Ford"", ""modello_orig"": ""Transit"", ""versione_orig"": ""350 2.2 TDCi""}"
DR253ZX,275b1f22-5433-4106-a5ca-c3651e67db6e,OPEL,Corsa 3ª serie,Corsa 1.0 12V 3p.,Z10XE,W0L0XCF0824163517,2002-03-08,2018-03-20,,"{""marca_orig"": ""OPEL"", ""modello_orig"": ""Corsa 3ª serie"", ""versione_orig"": ""Corsa 1.0 12V 3p.""}"
DR274EN,362e00d7-b0df-4881-93e7-143b7ec34b36,FIAT,500,1.3 MJTDF,169A1000,ZFA31200000167114,2008-07-25,2015-05-27,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""500"", ""versione_orig"": ""1.3 MJTDF""}"
DR277EM,39dd214c-9dd9-46da-8f9a-868ec5ca99f7,CITROËN,Jumpy (3ª serie),Jumpy 27 1.6 HDi/90 PC-TN Furgone,"DV6UTED4,RHU",VF7XS9HUC64178552,2008-05-30,2019-04-30,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""Jumpy (3ª serie)"", ""versione_orig"": ""Jumpy 27 1.6 HDi/90 PC-TN Furgone""}"
DR278EN,8ee643d2-6422-4990-8753-98f823e19b2a,FIAT,Panda 2ª serie,Panda 1.2 Van Active 2 posti,187A4000,ZFA16900001232417,2008-07-28,2018-07-18,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Panda 2ª serie"", ""versione_orig"": ""Panda 1.2 Van Active 2 posti""}"
DR281FP,f29deee8-3992-4add-9a47-7e2cdd6b6939,FIAT,Panda 2ª serie,Panda 1.2 Dynamic,188A4000,ZFA16900001208084,2008-06-30,2024-06-11,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Panda 2ª serie"", ""versione_orig"": ""Panda 1.2 Dynamic""}"
DR309EN,e0fcc284-c5e6-4229-8b24-2ca475983f40,CITROËN,C3,1.4 HDi,DV4TD,VF7FC8HZC29177776,2008-08-08,2016-08-04,,"{""marca_orig"": ""Citroën"", ""modello_orig"": ""C3"", ""versione_orig"": ""1.4 HDi""}"
DR320FR,294cb02c-a211-4c4e-8321-19038f454ae5,TOYOTA,Yaris,1.0 VVTi,1KRFE,VNKKG96370A140039,2008-07-24,2016-07-05,,"{""marca_orig"": ""Toyota"", ""modello_orig"": ""Yaris"", ""versione_orig"": ""1.0 VVTi""}"
DR329AJ,54a0d0ca-cc59-4ac5-ac2b-99263600569c,PEUGEOT,207,1.6 HDi 110 CV CC Tecno,"DV6TED4,9HZ",VF3WB9HZC33852719,2008-06-11,2020-01-23,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""207"", ""versione_orig"": ""1.6 HDi 110 CV CC Tecno""}"
DR334MY,fb373312-5cfc-454a-b21a-39577bc30349,FIAT,500 (2007-2016),500 1.2 Pop,"M812,169A4000",ZFA31200000155822,2008-06-26,2023-01-20,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500 (2007-2016)"", ""versione_orig"": ""500 1.2 Pop""}"
DR336XD,36537c9a-0bc2-42a5-93cc-03809e7cd90d,FIAT,Bravo,1.6 JTD,198A2000,ZFA19800004171228,2012-01-20,,,"{""marca_orig"": ""Fiat"", ""modello_orig"": ""Bravo"", ""versione_orig"": ""1.6 JTD""}"
DR353JB,de5ccbd1-e140-4222-a13e-72917fbd7921,BMW,Serie 1,120d 2.0,N47D20A,WBAUD91080PZ06166,2008-05-28,2018-05-11,,"{""marca_orig"": ""Bmw"", ""modello_orig"": ""Serie 1"", ""versione_orig"": ""120d 2.0""}"
DR367MY,38d6496e-14a6-4bc2-a6aa-7c7ad0589e45,FIAT,500 (2007-2016),500 1.2 Pop,"169A4000,M812",ZFA31200000161978,2008-07-11,2018-09-14,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500 (2007-2016)"", ""versione_orig"": ""500 1.2 Pop""}"
DR429ZX,b5cdd86f-a8d3-4bfa-8efe-c50480088aba,FIAT,Doblò 2ª serie,Doblò 1.3 MJ 16V Cargo Maxi Lamierato,199A2000,ZFA22300005650230,2008-09-18,2020-10-08,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Doblò 2ª serie"", ""versione_orig"": ""Doblò 1.3 MJ 16V Cargo Maxi Lamierato""}"
DR431EN,e1224a01-4ede-4ae2-871c-fa46dbda7114,HONDA,Civic,1.8 iVTEC,R18A2,SHHFK27808U018921,2008-05-30,,,"{""marca_orig"": ""Honda"", ""modello_orig"": ""Civic"", ""versione_orig"": ""1.8 iVTEC""}"
DR439KJ,1d4054da-18ac-4df3-a15f-fc6282832ada,VOLVO,V50,2.0 D SW 5p/d/1997cc,D4204T,YV1MW755182414905,2008-10-28,2014-10-15,,"{""marca_orig"": ""VOLVO"", ""modello_orig"": ""V50"", ""versione_orig"": ""2.0 D SW 5p/d/1997cc""}"
DR461YA,6795849b-d046-463d-98b8-91c1bbb475b6,PEUGEOT,Ranch (Partner),1.6 HDi,DV6AUTED4,VF37J9HXC68000970,2008-11-11,2016-11-11,,"{""marca_orig"": ""Peugeot"", ""modello_orig"": ""Ranch (Partner)"", ""versione_orig"": ""1.6 HDi""}"
DR586EN,a53dc155-4444-4a30-a4e8-e455f8fe0e1c,FORD,C-Max 1ª serie,1.6 TDCi (66Kw) Mnv 5p/d/1560cc,HHDA,WF0EXXGCDE8A68867,2008-06-18,2016-07-05,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""C-Max 1ª serie"", ""versione_orig"": ""1.6 TDCi (66Kw) Mnv 5p/d/1560cc""}"
DR609FP,4669ecc6-04e7-490b-b1b8-eca427ab6e51,CITROËN,C3,1.4 HDi,DV4TD,VF7FC8HZC29157000,2008-07-07,2018-07-25,,"{""marca_orig"": ""Citroën"", ""modello_orig"": ""C3"", ""versione_orig"": ""1.4 HDi""}"
DR618FP,70d96be5-7e53-41fb-a1c0-a3303f37ba4b,OPEL,Astra 3ª serie,1.7 16V CDTI (81Kw) SW 5p/d/1686cc,"Z17DTJ,Z17DTR",W0L0AHL3582194724,2008-07-08,2014-06-19,,"{""marca_orig"": ""OPEL"", ""modello_orig"": ""Astra 3ª serie"", ""versione_orig"": ""1.7 16V CDTI (81Kw) SW 5p/d/1686cc""}"
DR670EL,5ee3d14e-32d3-473f-93c6-3a63ef2d713b,FIAT,Ducato (4ª serie),Ducato 33 2.2 MJT PM-TN Furgone,4HV,ZFA25000001200757,2007-06-12,2021-06-18,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 33 2.2 MJT PM-TN Furgone""}"
DR672TZ,12c4fa92-2a00-498d-a239-84b607237990,BMW,Serie 3,320d 2.0,N47D20A,WBAUX310X0A213915,2008-10-09,,,"{""marca_orig"": ""Bmw"", ""modello_orig"": ""Serie 3"", ""versione_orig"": ""320d 2.0""}"
DR684HR,8116b3f3-40e2-4d00-9464-a60f40ce62fb,LANCIA,Ypsilon,1.2,188A4000,ZLA84300003230382,2008-12-30,2016-12-29,,"{""marca_orig"": ""Lancia"", ""modello_orig"": ""Ypsilon"", ""versione_orig"": ""1.2""}"
DR691EN,ef91457f-e1cb-4584-8f6f-1be478fd3666,MERCEDES-BENZ,Classe A,A150 1.5 Classic,266920,WDD1690311J500164,2008-06-27,2015-07-29,,"{""marca_orig"": ""Mercedes"", ""modello_orig"": ""Classe A"", ""versione_orig"": ""A150 1.5 Classic""}"
DR720CF,2fe9dd6e-695f-4205-81c6-293bfd7810dc,PEUGEOT,Expert 3ª serie,Expert Tepee 2.0 HDi 136 PL Comfort 9P,"RHR,DW10BTED4",VF3XDRHRH64103808,2008-06-25,2026-02-17,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""Expert 3ª serie"", ""versione_orig"": ""Expert Tepee 2.0 HDi 136 PL Comfort 9P""}"
DR727EP,89f00358-8022-4186-9011-7a247d9b16b2,PEUGEOT,Expert 3ª serie,Expert 2.0 HDi 120CV PL-TA 12Q Furgone,"RHK,DW10UTED4",VF3XURHKH64182095,2008-06-19,2024-08-22,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""Expert 3ª serie"", ""versione_orig"": ""Expert 2.0 HDi 120CV PL-TA 12Q Furgone""}"
